
Scientific Results. Volume 177															
D. Hodell. Ms 177SR-120															
Chapter 9. Table T2.  d18O and d13C for the benthic and planktonic foraminifers. CaCO3. and percent fragmentation of planktonic foraminifers. Site 1089.															

Leg 177. Site 1089. Hole A   				 	 	 	 	 	 	 	 	 	 	 	
 Position: 40 deg 56.1865 min S. 9 deg 53.6447 min E								 	 	 	 	 	 	 	
 Water depth. mbrf ( APC Calc ): 4630.2m															



Site	Hole	Core	Section	IntervalTop(cm)	IntervalBottom(cm)	Depth(modified.mcd)	Age(ka)	d18O.F.bulloides(permil)	d13C.G.bulloides(permil)	d18O.Cibicidoides.(permil)	d13C.Cibicidoides.(permil)	Lab CaCO3.(wt%)	fragmentation.(%)	LabZ
1089	B	3	3	145	146.5	24.89	157.59	3.12	-0.15	NA	NA	SIO	41	NA	UF
1089	B	3	4	0	1.5	24.94	157.91	3.32	-0.36	NA	NA	SIO	43.3	39.7	UF
1089	B	3	4	5	6.5	24.99	158.22	3.41	-0.18	4.02	-1.23	SIO	43.8	NA	UF
1089	B	3	4	9	10.5	25.04	158.54	3.17	-0.4	4.12	-1.07	SIO	45.6	NA	UF
1089	B	3	4	15	16.5	25.09	158.86	3.18	-0.28	3.93	-1.02	SIO	42.9	NA	UF
1089	B	3	4	20	21.5	25.14	159.17	2.92	0.03	3.93	-1.17	SIO	42.2	NA	UF
1089	B	3	4	25	26.5	25.19	159.49	3.16	0.1	3.94	-1.07	SIO	42.5	59.2	UF
1089	B	3	4	29	30.5	25.24	159.81	3.33	-0.2	4.1	-1.04	SIO	42.7	NA	UF
1089	B	3	4	35	36.5	25.29	160.12	3.1	-0.72	3.99	-0.85	SIO	41.4	NA	UF
1089	B	3	4	39	40.5	25.34	160.44	2.98	-0.29	3.81	-1.12	SIO	40.9	NA	UF
1089	B	3	4	45	46.5	25.39	160.75	2.95	-0.07	4.03	-0.98	SIO	43.4	NA	UF
1089	B	3	4	49	50.5	25.44	161.07	2.88	-0.31	3.97	-0.76	SIO	44.3	16.2	UF
1089	B	3	4	55	56.5	25.49	161.39	3.04	-0.36	3.91	-0.85	SIO	40.6	NA	UF
1089	B	3	4	59	60.5	25.54	161.7	3	-0.14	3.87	-0.67	SIO	39.1	NA	UF
1089	B	3	4	65	66.5	25.59	162.01	2.81	-0.37	NA	NA	SIO	31.8	NA	UF
1089	B	3	4	70	71.5	25.64	162.32	3.01	-0.22	3.7	-0.79	SIO	35	NA	UF
1089	B	3	4	75	76.5	25.69	162.62	2.85	0.12	NA	NA	SIO	31.5	28.8	UF
1089	B	3	4	79	80.5	25.74	162.92	2.77	-0.13	3.91	-0.7	SIO	31.8	NA	UF
1089	B	3	4	85	86.5	25.79	163.22	2.85	-0.55	3.87	-0.91	SIO	30.4	NA	UF
1089	B	3	4	89	90.5	25.84	163.52	2.62	-0.35	3.82	-1.01	SIO	29.8	NA	UF
1089	B	3	4	95	96.5	25.89	163.83	2.62	-0.52	3.9	-1.06	SIO	34.2	NA	UF
1089	B	3	4	99	100.5	25.94	164.13	2.6	-0.54	3.81	-0.95	SIO	37.1	26.5	UF
1089	B	3	4	105	106.5	25.99	164.43	2.87	-0.37	3.74	-0.79	SIO	35.3	NA	UF
1089	B	3	4	109	110.5	26.04	164.73	2.81	-0.25	NA	NA	SIO	34	NA	UF
1089	B	3	4	115	116.5	26.09	165.03	2.87	0.17	3.8	-1.35	SIO	27.8	NA	UF
1089	B	3	4	120	121.5	26.14	165.34	2.63	-0.52	3.74	-1.1	SIO	21.4	NA	UF
1089	B	3	4	125	126.5	26.19	165.64	2.63	-0.29	NA	NA	SIO	21.7	26.8	UF
1089	B	3	4	129	130.5	26.24	165.94	2.71	-0.14	NA	NA	SIO	22.7	NA	UF
1089	B	3	4	135	136.5	26.29	166.24	2.92	0.1	NA	NA	SIO	20.8	NA	UF
1089	B	3	4	139	140.5	26.34	166.54	2.92	0.43	3.77	-1.18	SIO	22.3	NA	UF
1089	B	3	4	145	146.5	26.39	166.85	2.63	-0.49	NA	NA	SIO	21.7	NA	UF
1089	B	3	5	0	1.5	26.44	167.15	2.84	-0.44	3.77	-0.99	SIO	25.7	38.1	UF
1089	B	3	5	5	6.5	26.49	167.45	2.92	-0.04	3.83	-1.13	SIO	27.3	NA	UF
1089	B	3	5	9	10.5	26.54	167.73	2.95	-0.05	3.82	-1.2	SIO	28.1	NA	UF
1089	B	3	5	15	16.5	26.59	168.01	NA	NA	3.76	-0.79	SIO	32.2	NA	UF
1089	B	3	5	20	21.5	26.64	168.3	2.79	0.03	3.81	-1.04	SIO	32.4	NA	UF
1089	B	3	5	25	26.5	26.69	168.58	2.74	-0.3	3.79	-1.12	SIO	31.6	32	UF
1089	B	3	5	29	30.5	26.74	168.86	2.63	-0.33	3.81	-1.05	SIO	34	NA	UF
1089	B	3	5	35	36.5	26.79	169.15	2.75	0.02	3.74	-1.29	SIO	33.8	NA	UF
1089	B	3	5	39	40.5	26.84	169.43	2.78	0.27	3.79	-1.02	SIO	34.8	NA	UF
1089	B	3	5	45	46.5	26.89	169.71	2.71	0.09	3.85	-1.05	SIO	36.5	22.9	UF
1089	B	3	5	49	50.5	26.94	169.99	2.67	-0.01	3.64	-1.06	SIO	34.6	NA	UF
1089	B	3	5	55	56.5	26.99	170.28	2.84	0.22	3.67	-1.06	SIO	41.2	35	UF
1089	B	3	5	59	60.5	27.04	170.56	2.83	0.3	3.7	-0.97	SIO	44.1	NA	UF
1089	B	3	5	65	66.5	27.09	170.84	2.78	0.1	3.74	-0.89	SIO	45.9	NA	UF
1089	B	3	5	70	71.5	27.14	171.13	2.97	0.34	3.69	-0.76	SIO	46.8	NA	UF
1089	B	3	5	75	76.5	27.19	171.41	2.94	0.14	3.77	-0.64	SIO	43.3	17.7	UF
1089	B	3	5	79	80.5	27.24	171.69	2.87	0.05	3.66	-0.75	SIO	43.6	NA	UF
1089	B	3	5	85	86.5	27.3	172.04	2.67	0.38	3.43	-0.72	SIO	42.1	NA	UF
1089	B	3	5	89	90.5	27.34	172.26	2.87	0.11	3.49	-0.75	SIO	38.9	NA	UF
1089	B	3	5	95	96.5	27.39	172.54	NA	NA	3.49	-0.9	SIO	40.8	NA	UF
1089	B	3	5	99	100.5	27.44	172.82	2.78	0.2	3.46	-0.94	SIO	39.2	43	UF
1089	B	3	5	105	106.5	27.49	173.11	2.77	-0.08	3.48	-0.77	SIO	42.7	NA	UF
1089	B	3	5	109	110.5	27.54	173.39	2.61	-0.23	3.56	-1.14	SIO	43.8	NA	UF
1089	B	3	5	115	116.5	27.59	173.68	2.8	-0.15	3.49	-0.99	SIO	45	NA	UF
1089	B	3	5	120	121.5	27.64	173.96	2.91	0.31	3.72	-1.03	SIO	46.6	NA	UF
1089	B	3	5	125	126.5	27.69	174.25	3.17	0	3.66	-0.79	SIO	46.9	31.8	UF
1089	B	3	5	129	130.5	27.74	174.53	3.13	0.22	NA	NA	SIO	43.3	NA	UF
1089	B	3	5	135	136.5	27.79	174.82	3.03	0.02	3.55	-1.06	SIO	37.4	NA	UF
1089	B	3	5	139	140.5	27.84	175.11	2.84	0.06	3.57	-0.82	SIO	33.9	NA	UF
1089	B	3	5	145	146.5	27.89	175.39	2.4	0.34	NA	NA	SIO	35.4	NA	UF
1089	B	3	6	0	1.5	27.94	175.68	2.45	-0.32	NA	NA	SIO	36.5	NA	UF
1089	B	3	6	5	6.5	27.99	175.96	2.92	-0.34	3.67	-0.8	SIO	35.1	NA	UF
1089	B	3	6	9	10.5	28.04	176.25	3.01	-0.54	3.63	-0.8	SIO	34.8	NA	UF
1089	B	3	6	15	16.5	28.09	176.53	2.91	-0.05	3.7	-0.89	SIO	35.3	NA	UF
1089	B	3	6	20	21.5	28.14	176.82	2.8	-0.43	3.73	-1.18	SIO	35.1	53	UF
1089	B	3	6	25	26.5	28.19	177.1	2.76	0	3.76	-1.2	SIO	33.9	NA	UF
1089	B	3	6	29	30.5	28.24	177.39	NA	NA	3.77	-0.89	SIO	34.2	NA	UF
1089	B	3	6	35	36.5	28.29	177.67	NA	NA	3.78	-1.1	SIO	28.8	NA	UF
1089	B	3	6	39	40.5	28.34	177.96	3.16	-0.17	3.71	-1.12	SIO	31.2	NA	UF
1089	B	3	6	45	46.5	28.39	178.25	3.13	-0.25	NA	NA	SIO	32.3	46.4	UF
1089	B	3	6	49	50.5	28.44	178.54	3.13	-0.41	3.76	-0.92	SIO	34.7	NA	UF
1089	B	3	6	55	56.5	28.49	178.83	3.27	-0.25	3.73	-0.79	SIO	39	NA	UF
1089	B	3	6	59	60.5	28.54	179.12	2.87	-0.31	NA	NA	SIO	41.5	NA	UF
1089	B	3	6	65	66.5	28.59	179.41	3.23	-0.12	3.86	-0.77	SIO	44.3	NA	UF
1089	B	3	6	70	71.5	28.64	179.7	3.48	-0.08	NA	NA	SIO	43.9	43	UF
1089	B	3	6	75	76.5	28.69	179.99	3.21	0.15	3.68	-0.96	SIO	43.1	NA	UF
1089	B	3	6	80	81.5	28.74	180.3	2.62	0.01	NA	NA	SIO	46.1	NA	UF
1089	B	3	6	85	86.5	28.79	180.6	2.97	-0.31	NA	NA	SIO	31.3	NA	UF
1089	B	3	6	90	91.5	28.84	180.91	3.02	-0.18	NA	NA	SIO	23.2	NA	UF
1089	B	3	6	95	96.5	28.89	181.2	2.65	-0.34	NA	NA	SIO	22.8	25.7	UF
1089	B	3	6	100	101.5	28.94	181.5	2.68	-0.12	NA	NA	SIO	22.2	NA	UF
1089	B	3	6	105	106.5	28.99	181.8	2.7	-0.33	NA	NA	SIO	23.6	NA	UF
1089	B	3	6	110	111.5	29.04	182.1	2.78	-0.36	NA	NA	SIO	23.4	NA	UF
1089	B	3	6	115	116.5	29.09	182.39	2.9	-0.28	NA	NA	SIO	23	NA	UF
1089	C	4	1	145	146.5	29.13	182.53	3.46	0.4	3.85	-1.09	SIO	20	NA	UF
1089	C	4	2	0	1.5	29.18	182.82	3.07	-0.06	3.74	-0.85	SIO	21.1	32.9	UF
1089	C	4	2	5	6.5	29.23	183.11	3	0.05	3.8	-1.17	SIO	21.3	NA	UF
1089	C	4	2	10	11.5	29.28	183.37	3.26	-0.16	3.79	-1.08	SIO	14.6	NA	UF
1089	C	4	2	15	16.5	29.33	183.63	3.2	-0.35	NA	NA	SIO	12.5	NA	UF
1089	C	4	2	20	21.5	29.38	183.88	3.12	-0.12	3.85	-0.94	SIO	14.8	NA	UF
1089	C	4	2	25	26.5	29.43	184.14	2.98	0.09	3.74	-0.68	SIO	13.2	31.8	UF
1089	C	4	2	30	31.5	29.48	184.4	2.99	-0.25	NA	NA	SIO	10.8	NA	UF
1089	C	4	2	35	36.5	29.53	184.65	2.74	-0.26	3.76	-1.32	SIO	10.1	NA	UF
1089	C	4	2	40	41.5	29.58	184.91	2.86	-0.03	3.75	-0.88	SIO	7.8	NA	UF
1089	C	4	2	45	46.5	29.63	185.17	3.16	0.02	3.71	-1.21	SIO	6.8	NA	UF
1089	C	4	2	50	51.5	29.68	185.43	2.97	0.46	3.68	-1.19	SIO	7.5	33.3	UF
1089	C	4	2	55	56.5	29.73	185.68	3.05	-0.05	NA	NA	SIO	3.6	NA	UF
1089	C	4	2	60	61.5	29.78	185.94	3	-0.14	NA	NA	SIO	3.9	NA	UF
1089	C	4	2	65	66.5	29.83	186.2	2.58	-0.36	NA	NA	SIO	3.3	NA	UF
1089	C	4	2	70	71.5	29.88	186.46	3.04	0.02	3.68	-1.19	SIO	1.3	NA	UF
1089	C	4	2	75	76.5	29.93	186.71	NA	NA	NA	NA	SIO	2.2	35.7	UF
1089	C	4	2	80	81.5	29.98	186.97	NA	NA	NA	NA	SIO	1.6	NA	UF
1089	C	4	2	85	86.5	30.03	187.23	2.44	0	NA	NA	SIO	2	NA	UF
1089	C	4	2	90	91.5	30.08	187.48	3.02	0.13	NA	NA	SIO	3.3	NA	UF
1089	C	4	2	95	96.5	30.13	187.74	2.63	-0.16	NA	NA	SIO	6.9	NA	UF
1089	C	4	2	100	101.5	30.18	188.06	2.89	0.28	3.49	-0.64	SIO	5.5	47	UF
1089	C	4	2	105	106.5	30.23	188.4	2.61	-0.19	NA	NA	SIO	7.4	NA	UF
1089	C	4	2	110	111.5	30.28	188.75	2.86	0.08	3.56	-0.65	SIO	13.8	NA	UF
1089	C	4	2	115	116.5	30.33	189.1	2.74	-0.1	3.55	-0.38	SIO	11.3	NA	UF
1089	C	4	2	120	121.5	30.38	189.44	NA	NA	NA	NA	SIO	10.8	NA	UF
1089	C	4	2	125	126.5	30.43	189.79	2.81	0.21	3.44	-0.61	SIO	10.9	47.2	UF
1089	C	4	2	130	131.5	30.48	190.13	2.74	0.5	NA	NA	SIO	8	NA	UF
1089	C	4	2	135	136.5	30.53	190.48	2.65	-0.12	NA	NA	SIO	1.2	NA	UF
1089	C	4	2	140	141.5	30.58	190.83	2.79	0.16	NA	NA	SIO	0	NA	UF
1089	C	4	2	145	146.5	30.63	191.17	2.34	-0.27	NA	NA	SIO	0	NA	UF
1089	C	4	3	0	1.5	30.68	191.52	NA	NA	NA	NA	SIO	0	44.4	UF
1089	C	4	3	5	6.5	30.73	191.87	NA	NA	NA	NA	SIO	0.3	NA	UF
1089	C	4	3	10	11.5	30.78	192.21	NA	NA	NA	NA	SIO	0	NA	UF
1089	C	4	3	15	16.5	30.83	192.56	2.71	0.22	NA	NA	SIO	5	NA	UF
1089	C	4	3	20	21.5	30.88	192.9	2.53	-0.16	NA	NA	SIO	1.5	NA	UF
1089	C	4	3	25	26.5	30.93	193.25	2.61	0.27	NA	NA	SIO	3.7	26.5	UF
1089	C	4	3	30	31.5	30.98	193.6	NA	NA	NA	NA	SIO	0	NA	UF
1089	C	4	3	30	31.5	30.98	193.6	NA	NA	NA	NA	SIO	NA	NA	UF
1089	C	4	3	35	36.5	31.03	193.94	NA	NA	NA	NA	SIO	0	NA	UF
1089	C	4	3	35	36.5	31.03	193.94	NA	NA	NA	NA	SIO	NA	NA	UF
1089	C	4	3	40	41.5	31.08	194.37	NA	NA	NA	NA	SIO	0	42.1	UF
1089	C	4	3	40	41.5	31.08	194.37	NA	NA	NA	NA	SIO	NA	NA	UF
1089	C	4	3	45	46.5	31.13	194.94	NA	NA	NA	NA	SIO	0	NA	UF
1089	C	4	3	45	46.5	31.13	194.94	NA	NA	NA	NA	SIO	NA	NA	UF
1089	C	4	3	50	51.5	31.18	195.51	NA	NA	NA	NA	SIO	3.4	NA	UF
1089	C	4	3	55	56.5	31.23	196.08	2.46	-0.35	NA	NA	SIO	NA	70.6	UF
1089	C	4	3	55	56.5	31.23	196.08	NA	NA	NA	NA	SIO	4	NA	UF
1089	C	4	3	60	61.5	31.28	196.65	2.2	0.38	NA	NA	SIO	7.8	NA	UF
1089	C	4	3	65	66.5	31.33	197.22	2.56	0.47	NA	NA	SIO	9.2	NA	UF
1089	C	4	3	70	71.5	31.38	197.79	2.27	0.01	NA	NA	SIO	14.3	NA	UF
1089	C	4	3	75	76.5	31.43	198.35	NA	NA	NA	NA	SIO	15.8	91.9	UF
1089	C	4	3	80	81.5	31.48	198.92	NA	NA	NA	NA	SIO	14.8	NA	UF
1089	C	4	3	85	86.5	31.53	199.49	NA	NA	NA	NA	SIO	12	NA	UF
1089	C	4	3	90	91.5	31.58	200.06	2.43	0.28	NA	NA	SIO	9.5	NA	UF
1089	C	4	3	95	96.5	31.63	200.63	NA	NA	NA	NA	SIO	0.8	NA	UF
1089	C	4	3	100	101.5	31.68	201.2	NA	NA	NA	NA	SIO	0.6	69.2	UF
1089	C	4	3	105	106.5	31.73	201.77	2.64	0.06	NA	NA	SIO	0	NA	UF
1089	C	4	3	110	111.5	31.78	202.34	NA	NA	NA	NA	SIO	0	NA	UF
1089	C	4	3	115	116.5	31.83	202.91	NA	NA	NA	NA	SIO	0.2	NA	UF
1089	C	4	3	120	121.5	31.88	203.47	NA	NA	NA	NA	SIO	1.8	NA	UF
1089	C	4	3	125	126.5	31.93	204.04	NA	NA	NA	NA	SIO	4.8	66	UF
1089	C	4	3	130	131.5	31.98	204.62	2.46	0.41	NA	NA	SIO	3.3	NA	UF
1089	C	4	3	135	136.5	32.03	205.25	NA	NA	NA	NA	SIO	4.6	NA	UF
1089	C	4	3	140	141.5	32.08	205.88	2.55	0.63	NA	NA	SIO	4.2	NA	UF
1089	C	4	3	145	146.5	32.13	206.52	NA	NA	NA	NA	SIO	4.8	NA	UF
1089	C	4	4	0	1.5	32.18	207.15	2.61	0.6	NA	NA	SIO	5.7	48.8	UF
1089	C	4	4	5	6.5	32.23	207.78	2.36	0.27	NA	NA	SIO	4.8	NA	UF
1089	C	4	4	10	11.5	32.28	208.42	2.46	0.22	NA	NA	SIO	6.4	NA	UF
1089	C	4	4	15	16.5	32.33	209.05	2.35	0.62	NA	NA	SIO	10.7	NA	UF
1089	C	4	4	20	21.5	32.38	209.68	2.42	0.61	NA	NA	SIO	12.6	NA	UF
1089	C	4	4	25	26.5	32.43	210.32	2.19	0.35	NA	NA	SIO	16.3	91.4	UF
1089	C	4	4	30	31.5	32.48	210.95	NA	NA	NA	NA	SIO	20.9	NA	UF
1089	C	4	4	35	36.5	32.53	211.58	NA	NA	NA	NA	SIO	23.3	NA	UF
1089	C	4	4	40	41.5	32.58	212.22	2.08	0.18	NA	NA	SIO	26.3	NA	UF
1089	C	4	4	45	46.5	32.63	212.85	1.94	0.1	NA	NA	SIO	27.7	NA	UF
1089	C	4	4	50	51.5	32.68	213.48	2.45	0.31	NA	NA	SIO	30.5	78.9	UF
1089	C	4	4	55	56.5	32.73	214.12	2.02	0.66	NA	NA	SIO	33.3	NA	UF
1089	C	4	4	60	61.5	32.78	214.75	2.41	0.64	NA	NA	SIO	34.4	NA	UF
1089	C	4	4	65	66.5	32.83	215.38	2.36	0.72	NA	NA	SIO	36.1	NA	UF
1089	C	4	4	70	71.5	32.88	216.01	NA	NA	NA	NA	SIO	37.2	NA	UF
1089	C	4	4	75	76.5	32.93	216.54	2.31	0.6	NA	NA	SIO	40.7	65.9	UF
1089	C	4	4	80	81.5	32.98	217.03	2.39	0.27	NA	NA	SIO	44.6	NA	UF
1089	C	4	4	85	86.5	33.03	217.53	2.37	0.43	2.8	-0.5	SIO	43.2	NA	UF
1089	C	4	4	90	91.5	33.08	218.02	2.29	0.1	NA	NA	SIO	41.6	NA	UF
1089	C	4	4	95	96.5	33.13	218.51	2.24	0.44	2.88	-0.6	SIO	39	NA	UF
1089	C	4	4	100	101.5	33.18	219.01	2.48	0.34	3.04	-0.51	SIO	37.3	77.1	UF
1089	C	4	4	105	106.5	33.23	219.5	2.72	0.46	NA	NA	SIO	39	NA	UF
1089	C	4	4	110	111.5	33.28	220	2.71	0.51	3.11	-0.71	SIO	33.2	NA	UF
1089	C	4	4	115	116.5	33.33	220.49	NA	NA	3.32	-0.68	SIO	27.9	NA	UF
1089	C	4	4	120	121.5	33.38	220.98	NA	NA	NA	NA	SIO	23.1	NA	UF
1089	C	4	4	125	126.5	33.43	221.48	2.59	-0.18	3.33	-0.86	SIO	20.3	71.2	UF
1089	C	4	4	130	131.5	33.48	221.97	2.7	-0.06	NA	NA	SIO	19.6	NA	UF
1089	C	4	4	135	136.5	33.53	222.46	2.64	-0.31	3.44	-1.09	SIO	17.7	NA	UF
1089	C	4	4	140	141.5	33.58	222.96	2.71	-0.15	NA	NA	SIO	17.3	NA	UF
1089	C	4	4	145	146.5	33.63	223.45	NA	NA	NA	NA	SIO	16.8	NA	UF
1089	C	4	5	0	1.5	33.68	223.94	3.04	-0.06	NA	NA	SIO	18.3	65.7	UF
1089	C	4	5	5	6.5	33.73	224.44	NA	NA	NA	NA	SIO	10.9	NA	UF
1089	C	4	5	10	11.5	33.78	224.93	3.01	0.11	3.56	-0.8	SIO	7.8	NA	UF
1089	C	4	5	15	16.5	33.83	225.36	NA	NA	NA	NA	SIO	10.3	NA	UF
1089	C	4	5	20	21.5	33.88	225.71	2.84	0.16	3.54	-0.53	SIO	12.6	NA	UF
1089	C	4	5	25	26.5	33.93	226.06	NA	NA	NA	NA	SIO	15.8	57.2	UF
1089	C	4	5	30	31.5	33.98	226.41	3.03	0	NA	NA	SIO	17.3	NA	UF
1089	C	4	5	35	36.5	34.03	226.77	2.94	0.16	3.58	-0.88	SIO	19.9	NA	UF
1089	C	4	5	40	41.5	34.08	227.12	2.94	0.22	3.58	-0.87	SIO	25.4	NA	UF
1089	C	4	5	45	46.5	34.13	227.47	2.76	-0.11	NA	NA	SIO	28.5	NA	UF
1089	C	4	5	50	51.5	34.18	227.82	3.02	0.47	3.62	-0.65	SIO	29.5	NA	UF
1089	B	4	3	115	116.5	34.25	228.31	2.68	-0.15	3.55	-0.77	SIO	29	NA	UF
1089	B	4	3	119	120.5	34.3	228.67	2.91	0.2	3.54	-0.68	SIO	26.9	NA	UF
1089	B	4	3	125	126.5	34.35	229.02	2.86	0.16	3.48	-0.64	SIO	19	NA	UF
1089	B	4	3	129	130.5	34.4	229.37	NA	NA	3.4	-0.52	SIO	8.3	NA	UF
1089	B	4	3	135	136.5	34.45	229.72	NA	NA	NA	NA	SIO	1.3	17.9	UF
1089	B	4	3	140	141.5	34.5	230.07	2.62	0.06	NA	NA	SIO	0.1	NA	UF
1089	B	4	3	144	145.5	34.55	230.43	NA	NA	NA	NA	SIO	0.8	NA	UF
1089	B	4	4	0	1.5	34.6	230.78	2.72	0.12	NA	NA	SIO	1.6	NA	UF
1089	B	4	4	5	6.5	34.65	231.13	2.62	0.09	NA	NA	SIO	6.9	NA	UF
1089	B	4	4	9	10.5	34.7	231.48	2.74	0.16	NA	NA	SIO	10.7	67.6	UF
1089	B	4	4	15	16.5	34.75	231.82	NA	NA	NA	NA	SIO	13.5	NA	UF
1089	B	4	4	19	20.5	34.8	232.14	2.7	0.26	3.49	-0.62	SIO	10.8	NA	UF
1089	B	4	4	25	26.5	34.85	232.47	NA	NA	3.42	-0.7	SIO	11.8	NA	UF
1089	B	4	4	29	30.5	34.9	232.79	2.39	-0.29	NA	NA	SIO	8.9	NA	UF
1089	B	4	4	35	36.5	34.95	233.11	NA	NA	NA	NA	SIO	4.2	24.6	UF
1089	B	4	4	40	41.5	35	233.44	2.4	-0.02	NA	NA	SIO	7.6	NA	UF
1089	B	4	4	45	46.5	35.05	233.76	NA	NA	NA	NA	SIO	8.9	NA	UF
1089	B	4	4	49	50.5	35.1	234.09	2.72	0.12	3.49	-0.44	SIO	10.1	NA	UF
1089	B	4	4	55	56.5	35.15	234.41	NA	NA	NA	NA	SIO	13.4	NA	UF
1089	B	4	4	59	60.5	35.2	234.73	2.28	0.02	NA	NA	SIO	12.5	57.7	UF
1089	B	4	4	65	66.5	35.25	235.06	2.47	0.26	3.29	-0.72	SIO	12.5	NA	UF
1089	B	4	4	69	70.5	35.3	235.38	2.44	0.15	3.2	-0.6	SIO	11	NA	UF
1089	B	4	4	75	76.5	35.35	235.7	2.51	0.27	3.34	-0.57	SIO	14.2	NA	UF
1089	B	4	4	79	80.5	35.4	236.03	2.41	-0.05	3.3	-0.61	SIO	14.3	NA	UF
1089	B	4	4	85	86.5	35.45	236.35	2.5	-0.05	NA	NA	SIO	10.9	74.7	UF
1089	B	4	4	90	91.5	35.5	236.68	2.26	0.19	NA	NA	SIO	14.9	NA	UF
1089	B	4	4	95	96.5	35.55	237	2.75	0.33	2.88	-0.54	SIO	14.9	NA	UF
1089	B	4	4	99	100.5	35.6	237.32	2.35	0.41	3.05	-0.31	SIO	17.8	NA	UF
1089	B	4	4	105	106.5	35.65	237.68	2.35	0.37	3.01	-0.44	SIO	20	NA	UF
1089	B	4	4	109	110.5	35.7	238.12	2.3	0.5	2.89	-0.18	SIO	28.8	80.1	UF
1089	B	4	4	115	116.5	35.75	238.56	2.29	0.61	NA	NA	SIO	30.9	NA	UF
1089	B	4	4	119	120.5	35.8	239	2.5	0.74	NA	NA	SIO	34.2	NA	UF
1089	B	4	4	125	126.5	35.85	239.44	2.41	0.6	2.86	-0.27	SIO	37.3	NA	UF
1089	B	4	4	129	130.5	35.9	239.88	2.45	0.32	2.7	-0.33	SIO	38.5	NA	UF
1089	B	4	4	135	136.5	35.95	240.32	2.35	0.64	2.73	-0.86	SIO	37.2	65.2	UF
1089	B	4	4	140	141.5	36	240.76	2.39	0.49	2.68	-0.71	SIO	40.7	NA	UF
1089	B	4	4	145	146.5	36.05	241.2	NA	NA	NA	NA	SIO	40.2	NA	UF
1089	B	4	5	0	1.5	36.1	241.64	2.14	0.42	2.59	-0.3	SIO	42.9	NA	UF
1089	B	4	5	5	6.5	36.15	242.08	2.07	0.22	2.5	-0.42	SIO	44.1	NA	UF
1089	B	4	5	9	10.5	36.2	242.51	2.27	0.3	2.58	-0.41	SIO	45.1	NA	UF
1089	B	4	5	15	16.5	36.25	242.95	2.18	-0.05	2.71	-0.03	SIO	48.3	43.3	UF
1089	B	4	5	19	20.5	36.3	243.39	2.21	-0.06	NA	NA	SIO	52.5	NA	UF
1089	B	4	5	25	26.5	36.35	243.83	2.02	-0.31	NA	NA	SIO	50.3	NA	UF
1089	B	4	5	29	30.5	36.4	244.27	2.12	-0.35	NA	NA	SIO	54.3	NA	UF
1089	B	4	5	35	36.5	36.45	244.71	NA	NA	3.15	-0.61	SIO	52.8	NA	UF
1089	B	4	5	40	41.5	36.5	245.15	2.22	-0.18	NA	NA	SIO	52.1	63.4	UF
1089	B	4	5	45	46.5	36.55	245.58	2.79	0.1	3.45	-0.65	SIO	47	NA	UF
1089	B	4	5	49	50.5	36.6	246	2.71	-0.15	3.51	-0.43	SIO	50.3	NA	UF
1089	B	4	5	55	56.5	36.65	246.42	2.99	0.24	3.51	-0.85	SIO	51.1	NA	UF
1089	B	4	5	59	60.5	36.7	246.83	3.07	0.21	3.59	-0.47	SIO	49.8	NA	UF
1089	B	4	5	65	66.5	36.75	247.25	2.98	-0.09	3.67	-0.59	SIO	52.9	26.1	UF
1089	B	4	5	69	70.5	36.8	247.66	2.74	0.02	3.64	-0.7	SIO	51.5	NA	UF
1089	B	4	5	75	76.5	36.85	248.07	2.96	-0.09	3.62	-0.71	SIO	50.7	NA	UF
1089	B	4	5	79	80.5	36.9	248.49	2.84	-0.06	3.53	-0.81	SIO	49.6	NA	UF
1089	B	4	5	85	86.5	36.95	248.9	2.91	-0.07	3.52	-0.9	SIO	40.2	NA	UF
1089	B	4	5	90	91.5	37	249.32	2.77	-0.28	3.58	-0.61	SIO	36.6	23.4	UF
1089	B	4	5	95	96.5	37.05	249.73	3	-0.09	3.65	-0.76	SIO	34.9	NA	UF
1089	B	4	5	99	100.5	37.1	250.14	2.76	-0.41	3.58	-0.87	SIO	37.2	NA	UF
1089	B	4	5	105	106.5	37.15	250.56	3.06	-0.32	3.67	-0.98	SIO	40.6	NA	UF
1089	B	4	5	109	110.5	37.2	250.97	2.79	-0.57	3.68	-0.86	SIO	45.3	NA	UF
1089	B	4	5	115	116.5	37.25	251.39	NA	NA	3.78	-0.84	SIO	46.4	34.9	UF
1089	B	4	5	119	120.5	37.3	251.8	2.73	-0.39	3.79	-0.85	SIO	43.4	NA	UF
1089	B	4	5	125	126.5	37.35	252.22	3.08	-0.39	3.67	-0.9	SIO	34.6	NA	UF
1089	B	4	5	129	130.5	37.4	252.65	2.89	-0.53	3.85	-1.15	SIO	34.7	NA	UF
1089	B	4	5	135	136.5	37.45	253.08	2.72	-0.52	3.74	-1	SIO	32.3	NA	UF
1089	B	4	5	140	141.5	37.5	253.51	3.01	-0.15	3.67	-1.06	SIO	33.7	39.1	UF
1089	B	4	5	145	146.5	37.55	253.94	3.03	-0.43	NA	NA	SIO	35.8	NA	UF
1089	B	4	6	0	1.5	37.6	254.38	2.98	-0.08	3.66	-0.58	SIO	37.3	NA	UF
